Title: The Spatial Structure of Young Stellar Clusters. I. Subclusters 
Authors: Kuhn M.A., Feigelson E.D., Getman K.V., Baddeley A.J., Broos P.S., 
         Sills A., Bate M.R., Povich M.S., Luhman K.L., Busk H.A., Naylor T., 
         King R.R. 
Table: Star Positions in the Statistical Sample
================================================================================
Byte-by-byte Description of file: stars_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  7 A7     ---   target       MYStIX region name
   9- 26 A18    ---   designation  MPCM source designation (1)
  28- 38 F11.7  deg   RAdeg        Right Ascension in decimal degrees (J2000)
  40- 50 F11.7  deg   DEdeg        Declination in decimal degrees (J2000)
--------------------------------------------------------------------------------
Note (1): MPCM are MYStIX Probable Complex Members, which are defined by 
          Broos et al. (2013).
--------------------------------------------------------------------------------
ngc1893 052246.51+332438.4  80.6938280  33.4106880
ngc1893 052246.54+332511.4  80.6939480  33.4198600
ngc1893 052246.68+332513.4  80.6945310  33.4203960
ngc1893 052246.71+332346.0  80.6946590  33.3961340
ngc1893 052246.72+332508.1  80.6946700  33.4189180
ngc1893 052246.79+332504.1  80.6949610  33.4178150
ngc1893 052246.84+332928.0  80.6951960  33.4911220
ngc1893 052246.85+332442.2  80.6952380  33.4117350
ngc1893 052246.88+332709.5  80.6953630  33.4526550
ngc1893 052246.97+332133.0  80.6957500  33.3591770
ngc1893 052246.97+332528.4  80.6957290  33.4245790
ngc1893 052247.00+332456.6  80.6958550  33.4157350
ngc1893 052247.01+332542.6  80.6958850  33.4285240
ngc1893 052247.05+332322.3  80.6960780  33.3895550
ngc1893 052247.07+332459.5  80.6961620  33.4165360
ngc1893 052247.15+332228.9  80.6965000  33.3747000
ngc1893 052247.17+332601.7  80.6965750  33.4338270
ngc1893 052247.23+332421.1  80.6968240  33.4058700
ngc1893 052247.27+332129.8  80.6969800  33.3582900
ngc1893 052247.28+332507.6  80.6970130  33.4187790
ngc1893 052247.31+332517.1  80.6971360  33.4214300
ngc1893 052247.32+332540.5  80.6971980  33.4279230
ngc1893 052247.34+332442.8  80.6972700  33.4119070
ngc1893 052247.45+332519.7  80.6977160  33.4221490
ngc1893 052247.47+332206.5  80.6978300  33.3684770
ngc1893 052247.50+332345.3  80.6979500  33.3959200
ngc1893 052247.56+332605.8  80.6981670  33.4349600
ngc1893 052247.56+332721.8  80.6981690  33.4560820
ngc1893 052247.61+332454.0  80.6984060  33.4150030
ngc1893 052247.62+332157.4  80.6984520  33.3659610
ngc1893 052247.67+332649.6  80.6986510  33.4471130
ngc1893 052247.72+332211.6  80.6988450  33.3699150
ngc1893 052247.72+332619.5  80.6988380  33.4387660
ngc1893 052247.73+332404.9  80.6989060  33.4013700
ngc1893 052247.78+332530.9  80.6991130  33.4252570
ngc1893 052247.80+332422.8  80.6991980  33.4063350
ngc1893 052247.82+332606.9  80.6992700  33.4352530
ngc1893 052247.84+332639.4  80.6993660  33.4442980
ngc1893 052247.89+332236.0  80.6995540  33.3766750
ngc1893 052248.01+332148.4  80.7000800  33.3634570
ngc1893 052248.21+332511.1  80.7009050  33.4197500
ngc1893 052248.22+332628.9  80.7009290  33.4413760
ngc1893 052248.23+332500.4  80.7009820  33.4167990
ngc1893 052248.25+332629.7  80.7010560  33.4415990
ngc1893 052248.32+332351.7  80.7013500  33.3977200
ngc1893 052248.35+332551.1  80.7014930  33.4308840
ngc1893 052248.39+332406.1  80.7016500  33.4017070
ngc1893 052248.49+332459.6  80.7020700  33.4165720
ngc1893 052248.52+332309.2  80.7021900  33.3859100
ngc1893 052248.52+333610.4  80.7021800  33.6029100
ngc1893 052248.53+332427.9  80.7022420  33.4077570
ngc1893 052248.55+333125.6  80.7023050  33.5237820
ngc1893 052248.57+332533.6  80.7023810  33.4260210
ngc1893 052248.72+332212.8  80.7030400  33.3702300
ngc1893 052248.73+332646.7  80.7030540  33.4463200
ngc1893 052248.74+332534.5  80.7031220  33.4262530
ngc1893 052248.81+332533.8  80.7033920  33.4260730
ngc1893 052248.83+332759.5  80.7034820  33.4665510
ngc1893 052248.95+332649.5  80.7039660  33.4470850
ngc1893 052249.15+332419.7  80.7048200  33.4054760
ngc1893 052249.16+332654.3  80.7048530  33.4484180
ngc1893 052249.18+332709.8  80.7049520  33.4527450
ngc1893 052249.20+332548.3  80.7050130  33.4300990
ngc1893 052249.20+332552.8  80.7050400  33.4313380
ngc1893 052249.25+332448.5  80.7052200  33.4134960
ngc1893 052249.25+332541.8  80.7052260  33.4282900
ngc1893 052249.35+332902.1  80.7056440  33.4839200
ngc1893 052249.36+332555.5  80.7057070  33.4320970
ngc1893 052249.42+332440.0  80.7059290  33.4111250
ngc1893 052249.56+332656.0  80.7065120  33.4489160
ngc1893 052249.58+333001.6  80.7066130  33.5004590
ngc1893 052249.61+332639.6  80.7067230  33.4443500
ngc1893 052249.65+332723.5  80.7068870  33.4565360
ngc1893 052249.66+332423.7  80.7069520  33.4066040
ngc1893 052249.73+332442.2  80.7072140  33.4117400
ngc1893 052249.76+332531.9  80.7073540  33.4255290
ngc1893 052249.83+332322.7  80.7076510  33.3896520
ngc1893 052249.91+332056.5  80.7079700  33.3490400
ngc1893 052249.92+332541.7  80.7080290  33.4282540
ngc1893 052249.93+332659.1  80.7080800  33.4497600
ngc1893 052249.95+332447.5  80.7081350  33.4132060
ngc1893 052249.96+333117.6  80.7082000  33.5215760
ngc1893 052249.99+332403.5  80.7083200  33.4009970
ngc1893 052249.98+332438.2  80.7082890  33.4106270
ngc1893 052250.02+332602.4  80.7084580  33.4340050
ngc1893 052250.06+333228.8  80.7085950  33.5413400
ngc1893 052250.15+333431.9  80.7089700  33.5755420
ngc1893 052250.12+333356.9  80.7088400  33.5658070
ngc1893 052250.15+332713.4  80.7089740  33.4537300
ngc1893 052250.17+332647.6  80.7090820  33.4465720
ngc1893 052250.27+333049.8  80.7094584  33.5138611
ngc1893 052250.26+332516.6  80.7094230  33.4212850
ngc1893 052250.30+332352.1  80.7095900  33.3978300
ngc1893 052250.38+332520.1  80.7099370  33.4222580
ngc1893 052250.42+332729.9  80.7100900  33.4583170
ngc1893 052250.50+332209.7  80.7104440  33.3693850
ngc1893 052250.61+332642.5  80.7108840  33.4451640
ngc1893 052250.77+333035.7  80.7115520  33.5099350
ngc1893 052250.81+332515.0  80.7117300  33.4208530
ngc1893 052250.82+332536.3  80.7117610  33.4267610
ngc1893 052250.86+332552.3  80.7119210  33.4312190
ngc1893 052250.92+332210.6  80.7121700  33.3696370
ngc1893 052250.91+332643.2  80.7121300  33.4453400
ngc1893 052250.96+332707.7  80.7123670  33.4521540
ngc1893 052250.99+332849.6  80.7124930  33.4804710
ngc1893 052251.04+332547.1  80.7126670  33.4297570
ngc1893 052251.05+332542.8  80.7127210  33.4285720
ngc1893 052251.09+332226.6  80.7129060  33.3740800
ngc1893 052251.18+332633.0  80.7132640  33.4425000
ngc1893 052251.18+332942.0  80.7132690  33.4950090
ngc1893 052251.17+332953.4  80.7132340  33.4981770
ngc1893 052251.40+332052.1  80.7142080  33.3478060
ngc1893 052251.42+332135.3  80.7142810  33.3598070
ngc1893 052251.44+332752.0  80.7143700  33.4644700
ngc1893 052251.47+332444.6  80.7144900  33.4124030
ngc1893 052251.61+332152.3  80.7150500  33.3645360
ngc1893 052251.72+332139.3  80.7155150  33.3609240
ngc1893 052251.75+332134.0  80.7156450  33.3594550
ngc1893 052251.88+332444.7  80.7161760  33.4124280
ngc1893 052251.91+332658.1  80.7163300  33.4494870
ngc1893 052251.92+332839.1  80.7163510  33.4775410
ngc1893 052251.97+332839.3  80.7165510  33.4775910
ngc1893 052252.05+332518.7  80.7168910  33.4218630
ngc1893 052252.09+332852.6  80.7170550  33.4812850
ngc1893 052252.19+332523.1  80.7174640  33.4231020
ngc1893 052252.20+333035.5  80.7175040  33.5098800
ngc1893 052252.23+332958.0  80.7176490  33.4994450
ngc1893 052252.23+332238.4  80.7176500  33.3773500
ngc1893 052252.29+332407.4  80.7178960  33.4020650
ngc1893 052252.32+332537.3  80.7180080  33.4270290
ngc1893 052252.36+332416.0  80.7182080  33.4044560
ngc1893 052252.42+332914.7  80.7184480  33.4874250
ngc1893 052252.51+333136.1  80.7187970  33.5267220
ngc1893 052252.60+332952.0  80.7191680  33.4977890
ngc1893 052252.59+333047.2  80.7191500  33.5131230
ngc1893 052252.64+332344.7  80.7193470  33.3957680
ngc1893 052252.68+332735.3  80.7195100  33.4598070
ngc1893 052252.69+332543.5  80.7195600  33.4287510
ngc1893 052252.71+332207.8  80.7196390  33.3688610
ngc1893 052252.86+332531.0  80.7202710  33.4252960
ngc1893 052252.88+332621.3  80.7203430  33.4392640
ngc1893 052252.88+333039.4  80.7203600  33.5109670
ngc1893 052252.96+333000.0  80.7206910  33.5000160
ngc1893 052252.97+332722.2  80.7207180  33.4561680
ngc1893 052252.99+332816.2  80.7207930  33.4711690
ngc1893 052253.08+332517.1  80.7211930  33.4214370
ngc1893 052253.09+332612.0  80.7212270  33.4366820
ngc1893 052253.14+333116.4  80.7214320  33.5212300
ngc1893 052253.17+332901.4  80.7215590  33.4837290
ngc1893 052253.23+332912.1  80.7217980  33.4867220
ngc1893 052253.22+333321.6  80.7217800  33.5560150
ngc1893 052253.23+332638.2  80.7218270  33.4439520
ngc1893 052253.32+332547.3  80.7221990  33.4298250
ngc1893 052253.34+333032.8  80.7222720  33.5091360
ngc1893 052253.35+333057.7  80.7223200  33.5160500
ngc1893 052253.42+333032.0  80.7226200  33.5089070
ngc1893 052253.52+333124.9  80.7230370  33.5235960
ngc1893 052253.53+332800.8  80.7230690  33.4669060
ngc1893 052253.61+333016.4  80.7234130  33.5045690
ngc1893 052253.64+332353.2  80.7235000  33.3981360
ngc1893 052253.76+333150.6  80.7240200  33.5307390
ngc1893 052253.81+332958.4  80.7242090  33.4995820
ngc1893 052253.81+333130.6  80.7242190  33.5251690
ngc1893 052253.82+332541.6  80.7242900  33.4282240
ngc1893 052253.83+332644.2  80.7243160  33.4456370
ngc1893 052253.92+333054.1  80.7246790  33.5150520
ngc1893 052253.93+332701.8  80.7247400  33.4505160
ngc1893 052254.07+332633.0  80.7253160  33.4425110
ngc1893 052254.12+332438.5  80.7255370  33.4107090
ngc1893 052254.13+332755.5  80.7255660  33.4654380
ngc1893 052254.13+333132.9  80.7255700  33.5258200
ngc1893 052254.14+332458.0  80.7256150  33.4161270
ngc1893 052254.14+332543.1  80.7256100  33.4286540
ngc1893 052254.19+332430.8  80.7258160  33.4085830
ngc1893 052254.25+332526.0  80.7260520  33.4239150
ngc1893 052254.29+332612.5  80.7262190  33.4368290
ngc1893 052254.30+332639.0  80.7262530  33.4441900
ngc1893 052254.38+333131.5  80.7266170  33.5254340
ngc1893 052254.44+333052.0  80.7268510  33.5144480
ngc1893 052254.60+333050.3  80.7275400  33.5139940
ngc1893 052254.63+333138.5  80.7276667  33.5273889
ngc1893 052254.69+332615.5  80.7278820  33.4376490
ngc1893 052254.79+333052.9  80.7283120  33.5147190
ngc1893 052254.80+332718.6  80.7283460  33.4551910
ngc1893 052254.90+332255.8  80.7287900  33.3821680
ngc1893 052254.87+333040.0  80.7286440  33.5111300
ngc1893 052254.96+332656.1  80.7290260  33.4489380
ngc1893 052254.97+332628.7  80.7290810  33.4413300
ngc1893 052254.98+332540.6  80.7291200  33.4279560
ngc1893 052255.02+332504.3  80.7292600  33.4178700
ngc1893 052255.02+332641.7  80.7292750  33.4449170
ngc1893 052255.05+333130.7  80.7293990  33.5252070
ngc1893 052255.10+332753.9  80.7296140  33.4649910
ngc1893 052255.15+332959.4  80.7297960  33.4998610
ngc1893 052255.21+333131.4  80.7300450  33.5253990
ngc1893 052255.26+332704.2  80.7302860  33.4511710
ngc1893 052255.31+332648.0  80.7304840  33.4466900
ngc1893 052255.33+332836.1  80.7305740  33.4767160
ngc1893 052255.38+332647.8  80.7307650  33.4466160
ngc1893 052255.45+333127.6  80.7310550  33.5243410
ngc1893 052255.54+333100.6  80.7314580  33.5168490
ngc1893 052255.61+332347.1  80.7317350  33.3964200
ngc1893 052255.65+332816.4  80.7318860  33.4712500
ngc1893 052255.61+332043.0  80.7317100  33.3453030
ngc1893 052255.78+332437.1  80.7324450  33.4103270
ngc1893 052255.86+332754.8  80.7327610  33.4652410
ngc1893 052255.92+332559.7  80.7330340  33.4332650
ngc1893 052256.21+332752.0  80.7342350  33.4644460
ngc1893 052256.32+332556.3  80.7346950  33.4323270
ngc1893 052256.34+332947.5  80.7347550  33.4965540
ngc1893 052256.35+333030.9  80.7347990  33.5085930
ngc1893 052256.36+332701.4  80.7348700  33.4504000
ngc1893 052256.42+332648.0  80.7351200  33.4466670
ngc1893 052256.62+332628.0  80.7359430  33.4411320
ngc1893 052256.71+332847.1  80.7363290  33.4797690
ngc1893 052256.84+332621.3  80.7368420  33.4392770
ngc1893 052256.88+333150.1  80.7370360  33.5305950
ngc1893 052256.91+332647.7  80.7371320  33.4466080
ngc1893 052256.92+332708.4  80.7371700  33.4523530
ngc1893 052256.96+333028.6  80.7373510  33.5079710
ngc1893 052257.05+332739.0  80.7377130  33.4608340
ngc1893 052257.15+332418.7  80.7381440  33.4052090
ngc1893 052257.21+332636.3  80.7383910  33.4434410
ngc1893 052257.21+332421.3  80.7383990  33.4059260
ngc1893 052257.23+332600.7  80.7384710  33.4335370
ngc1893 052257.29+332628.6  80.7387460  33.4412970
ngc1893 052257.42+333302.6  80.7392650  33.5507400
ngc1893 052257.41+332017.2  80.7392170  33.3381310
ngc1893 052257.53+332600.1  80.7397200  33.4333680
ngc1893 052257.60+332520.7  80.7400360  33.4224300
ngc1893 052257.75+332108.2  80.7406500  33.3522900
ngc1893 052257.87+332624.0  80.7411610  33.4400140
ngc1893 052257.91+332637.8  80.7413270  33.4438390
ngc1893 052258.00+332554.5  80.7416910  33.4318100
ngc1893 052258.03+332604.6  80.7418230  33.4346220
ngc1893 052258.05+332636.5  80.7419050  33.4434830
ngc1893 052258.05+332649.4  80.7419000  33.4470630
ngc1893 052258.14+332640.9  80.7422710  33.4447220
ngc1893 052258.15+332642.2  80.7423030  33.4450790
ngc1893 052258.23+332642.1  80.7426520  33.4450440
ngc1893 052258.27+332617.5  80.7428000  33.4382170
ngc1893 052258.31+332615.4  80.7429790  33.4376180
ngc1893 052258.33+332612.4  80.7430730  33.4367960
ngc1893 052258.34+332535.1  80.7431160  33.4264200
ngc1893 052258.45+332553.5  80.7435600  33.4315390
ngc1893 052258.49+332804.4  80.7437270  33.4679120
ngc1893 052258.56+332814.5  80.7440400  33.4707180
ngc1893 052258.62+332402.4  80.7442770  33.4006840
ngc1893 052258.87+332646.7  80.7452990  33.4463080
ngc1893 052259.02+332443.4  80.7459440  33.4120680
ngc1893 052259.07+332620.5  80.7461590  33.4390360
ngc1893 052259.18+332101.4  80.7466200  33.3504140
ngc1893 052259.18+332430.7  80.7466200  33.4085540
ngc1893 052259.24+333209.3  80.7468700  33.5359400
ngc1893 052259.40+333550.5  80.7475050  33.5973850
ngc1893 052259.43+332603.2  80.7476300  33.4342360
ngc1893 052259.52+332646.1  80.7480380  33.4461580
ngc1893 052259.56+332732.5  80.7481860  33.4590300
ngc1893 052259.68+332812.5  80.7486780  33.4701450
ngc1893 052259.70+333033.5  80.7487580  33.5093060
ngc1893 052259.77+332900.5  80.7490490  33.4834740
ngc1893 052259.80+332408.3  80.7491760  33.4023300
ngc1893 052259.84+332747.7  80.7493690  33.4632600
ngc1893 052259.88+332955.3  80.7495100  33.4986950
ngc1893 052259.89+332802.2  80.7495700  33.4673040
ngc1893 052300.03+332532.1  80.7501660  33.4255960
ngc1893 052300.05+333038.9  80.7502300  33.5108290
ngc1893 052300.14+332819.1  80.7506220  33.4719980
ngc1893 052300.25+332537.2  80.7510740  33.4270050
ngc1893 052300.31+332419.8  80.7513020  33.4055010
ngc1893 052300.37+332612.3  80.7515490  33.4367650
ngc1893 052300.41+332645.7  80.7517340  33.4460490
ngc1893 052300.42+332331.5  80.7517800  33.3920970
ngc1893 052300.49+332713.1  80.7520520  33.4536490
ngc1893 052300.55+333020.7  80.7523110  33.5057570
ngc1893 052300.66+332806.5  80.7527660  33.4684990
ngc1893 052300.73+332221.2  80.7530440  33.3725700
ngc1893 052300.75+332140.9  80.7531360  33.3613740
ngc1893 052300.85+332817.0  80.7535620  33.4713930
ngc1893 052300.90+333022.4  80.7537740  33.5062470
ngc1893 052300.90+332720.0  80.7537820  33.4555630
ngc1893 052300.91+333021.4  80.7538210  33.5059510
ngc1893 052301.06+332924.9  80.7544560  33.4902600
ngc1893 052301.12+332612.7  80.7547020  33.4368640
ngc1893 052301.16+333126.3  80.7548590  33.5239990
ngc1893 052301.17+332721.8  80.7549060  33.4560800
ngc1893 052301.23+332411.7  80.7551600  33.4032630
ngc1893 052301.23+333304.3  80.7551650  33.5512100
ngc1893 052301.36+332547.8  80.7556700  33.4299580
ngc1893 052301.37+332642.7  80.7557140  33.4452080
ngc1893 052301.40+332327.6  80.7558440  33.3910030
ngc1893 052301.49+332716.6  80.7562180  33.4546330
ngc1893 052301.54+332136.3  80.7564400  33.3601070
ngc1893 052301.54+332308.2  80.7564300  33.3856240
ngc1893 052301.57+332923.0  80.7565500  33.4897460
ngc1893 052301.60+332706.2  80.7567050  33.4517250
ngc1893 052301.61+332705.2  80.7567440  33.4514510
ngc1893 052301.64+333009.5  80.7568410  33.5026660
ngc1893 052301.85+332825.8  80.7577140  33.4738460
ngc1893 052301.88+332919.3  80.7578490  33.4887180
ngc1893 052301.89+332546.8  80.7578900  33.4296870
ngc1893 052301.91+332236.5  80.7579940  33.3768240
ngc1893 052301.91+332857.4  80.7579960  33.4826350
ngc1893 052301.94+332755.1  80.7581040  33.4653240
ngc1893 052302.02+333056.2  80.7584200  33.5156200
ngc1893 052302.02+333111.3  80.7584470  33.5198140
ngc1893 052302.04+333218.9  80.7585200  33.5385900
ngc1893 052302.23+332826.6  80.7593200  33.4740630
ngc1893 052302.25+333137.6  80.7593820  33.5271330
ngc1893 052302.28+332809.4  80.7595390  33.4692820
ngc1893 052302.45+332730.6  80.7602160  33.4585100
ngc1893 052302.48+332637.1  80.7603500  33.4436500
ngc1893 052302.48+332637.1  80.7603500  33.4436500
ngc1893 052302.50+332724.2  80.7604370  33.4567230
ngc1893 052302.49+332709.4  80.7604030  33.4526180
ngc1893 052302.52+333144.1  80.7605100  33.5289260
ngc1893 052302.58+332946.6  80.7607880  33.4962780
ngc1893 052302.64+332820.8  80.7610410  33.4724460
ngc1893 052302.67+332632.4  80.7611340  33.4423430
ngc1893 052302.74+332940.2  80.7614540  33.4945060
ngc1893 052302.80+332830.2  80.7616670  33.4750610
ngc1893 052302.86+332817.9  80.7619400  33.4716400
ngc1893 052302.93+333214.6  80.7622430  33.5373990
ngc1893 052302.97+332716.3  80.7623820  33.4545290
ngc1893 052303.14+332825.7  80.7631090  33.4738130
ngc1893 052303.16+332704.6  80.7631950  33.4512990
ngc1893 052303.19+333409.2  80.7633300  33.5692440
ngc1893 052303.27+332752.9  80.7636450  33.4647200
ngc1893 052303.28+332740.2  80.7636760  33.4611870
ngc1893 052303.30+332925.1  80.7637850  33.4903260
ngc1893 052303.28+332344.3  80.7636700  33.3956530
ngc1893 052303.47+332248.1  80.7644900  33.3800350
ngc1893 052303.59+332731.6  80.7649990  33.4587830
ngc1893 052303.62+333031.1  80.7651000  33.5086560
ngc1893 052303.61+332845.5  80.7650470  33.4793140
ngc1893 052303.80+332122.0  80.7658700  33.3561330
ngc1893 052303.75+332354.5  80.7656450  33.3984800
ngc1893 052303.77+332323.4  80.7657280  33.3898520
ngc1893 052303.77+332808.6  80.7657410  33.4690680
ngc1893 052303.82+332924.0  80.7659210  33.4900150
ngc1893 052303.86+333404.4  80.7661060  33.5679050
ngc1893 052303.87+332816.3  80.7661600  33.4712200
ngc1893 052303.93+332319.2  80.7663900  33.3886760
ngc1893 052303.92+332841.6  80.7663550  33.4782480
ngc1893 052304.03+332948.4  80.7668300  33.4967960
ngc1893 052304.03+332642.2  80.7668060  33.4450580
ngc1893 052304.13+332808.2  80.7672100  33.4689700
ngc1893 052304.21+332858.3  80.7675670  33.4828640
ngc1893 052304.22+332755.9  80.7676060  33.4655500
ngc1893 052304.26+332846.4  80.7677570  33.4795650
ngc1893 052304.34+332832.3  80.7681220  33.4756590
ngc1893 052304.38+332821.4  80.7682840  33.4726130
ngc1893 052304.39+332741.5  80.7683240  33.4615420
ngc1893 052304.42+332718.2  80.7684200  33.4550630
ngc1893 052304.59+332817.7  80.7691280  33.4716020
ngc1893 052304.61+332847.8  80.7692100  33.4799500
ngc1893 052304.64+332653.7  80.7693410  33.4482540
ngc1893 052304.65+333351.9  80.7694000  33.5644260
ngc1893 052304.80+332821.4  80.7700300  33.4726200
ngc1893 052304.95+333150.0  80.7706570  33.5305700
ngc1893 052304.99+332137.0  80.7708050  33.3603000
ngc1893 052305.17+333136.9  80.7715510  33.5269440
ngc1893 052305.20+332742.9  80.7716850  33.4619190
ngc1893 052305.29+332836.3  80.7720440  33.4767710
ngc1893 052305.31+332822.4  80.7721330  33.4729060
ngc1893 052305.34+332706.6  80.7722600  33.4518360
ngc1893 052305.35+332616.0  80.7723110  33.4377840
ngc1893 052305.39+332313.8  80.7724630  33.3871940
ngc1893 052305.41+332805.5  80.7725470  33.4682150
ngc1893 052305.50+332601.2  80.7729430  33.4336760
ngc1893 052305.61+332431.4  80.7734100  33.4087330
ngc1893 052305.86+332859.0  80.7744380  33.4830690
ngc1893 052305.86+332723.9  80.7744300  33.4566420
ngc1893 052305.92+332445.0  80.7746700  33.4125140
ngc1893 052305.96+332850.4  80.7748500  33.4806940
ngc1893 052306.17+333125.2  80.7757100  33.5236850
ngc1893 052306.15+332833.3  80.7756300  33.4759200
ngc1893 052306.21+332414.9  80.7758800  33.4041400
ngc1893 052306.33+332740.4  80.7763800  33.4612270
ngc1893 052306.31+333101.7  80.7763060  33.5171470
ngc1893 052306.41+332823.3  80.7767340  33.4731510
ngc1893 052306.47+332602.0  80.7769700  33.4339140
ngc1893 052306.48+332910.1  80.7770400  33.4861600
ngc1893 052306.53+332519.4  80.7772200  33.4220800
ngc1893 052306.65+332808.8  80.7777350  33.4691240
ngc1893 052306.70+332840.0  80.7779550  33.4777950
ngc1893 052306.72+332432.9  80.7780190  33.4091480
ngc1893 052306.84+332410.3  80.7785200  33.4028780
